movieId,rating_count,average_rating,title,genres,year,clean_title
1639,52,3.576923076923077,Chasing Amy (1997),Comedy|Drama|Romance,1997.0,Chasing Amy
1641,56,3.7589285714285716,"Full Monty, The (1997)",Comedy|Drama,1997.0,"Full Monty, The"
1642,2,1.75,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,1996.0,Indian Summer (a.k.a. Alive & Kicking)
1643,5,3.8,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,1997.0,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)"
1644,32,2.109375,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,1997.0,I Know What You Did Last Summer
1645,51,3.411764705882353,The Devil's Advocate (1997),Drama|Mystery|Thriller,1997.0,The Devil's Advocate
1646,7,2.142857142857143,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,1997.0,RocketMan (a.k.a. Rocket Man)
1647,3,2.5,Playing God (1997),Crime|Drama|Thriller,1997.0,Playing God
1648,4,3.5,"House of Yes, The (1997)",Comedy|Drama,1997.0,"House of Yes, The"
1649,3,2.5,"Fast, Cheap & Out of Control (1997)",Documentary,1997.0,"Fast, Cheap & Out of Control"
1650,2,3.75,Washington Square (1997),Drama,1997.0,Washington Square
1652,1,4.5,Year of the Horse (1997),Documentary,1997.0,Year of the Horse
1653,86,3.953488372093023,Gattaca (1997),Drama|Sci-Fi|Thriller,1997.0,Gattaca
1654,1,3.5,FairyTale: A True Story (1997),Children|Drama|Fantasy,1997.0,FairyTale: A True Story
1655,1,4.0,Phantoms (1998),Drama|Horror|Thriller,1998.0,Phantoms
1656,1,4.0,Swept from the Sea (1997),Drama|Romance,1997.0,Swept from the Sea
1658,8,3.0625,"Life Less Ordinary, A (1997)",Romance|Thriller,1997.0,"Life Less Ordinary, A"
1659,1,4.0,Hurricane Streets (1997),Drama,1997.0,Hurricane Streets
1660,1,3.0,Eve's Bayou (1997),Drama,1997.0,Eve's Bayou
1661,1,3.0,Switchback (1997),Crime|Mystery|Thriller,1997.0,Switchback
1662,2,3.0,Gang Related (1997),Crime,1997.0,Gang Related
1663,34,3.7941176470588234,Stripes (1981),Comedy|War,1981.0,Stripes
1665,16,2.96875,Bean (1997),Comedy,1997.0,Bean
1667,5,2.1,Mad City (1997),Action|Drama,1997.0,Mad City
1670,3,3.0,Welcome to Sarajevo (1997),Drama|War,1997.0,Welcome to Sarajevo
1671,1,3.0,Deceiver (1997),Crime|Drama|Thriller,1997.0,Deceiver
1672,12,3.375,"Rainmaker, The (1997)",Drama,1997.0,"Rainmaker, The"
1673,39,4.076923076923077,Boogie Nights (1997),Drama,1997.0,Boogie Nights
1674,40,3.65,Witness (1985),Drama|Romance|Thriller,1985.0,Witness
1675,1,3.5,Incognito (1997),Crime|Thriller,1997.0,Incognito
1676,80,3.33125,Starship Troopers (1997),Action|Sci-Fi,1997.0,Starship Troopers
1677,1,2.0,Critical Care (1997),Comedy|Drama,1997.0,Critical Care
1678,10,3.5,"Joy Luck Club, The (1993)",Drama|Romance,1993.0,"Joy Luck Club, The"
1679,1,2.0,Chairman of the Board (1998),Comedy,1998.0,Chairman of the Board
1680,25,3.6,Sliding Doors (1998),Drama|Romance,1998.0,Sliding Doors
1681,7,1.9285714285714286,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,1997.0,Mortal Kombat: Annihilation
1682,125,3.812,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,1998.0,"Truman Show, The"
1683,6,4.416666666666667,"Wings of the Dove, The (1997)",Drama|Romance,1997.0,"Wings of the Dove, The"
1684,4,3.5,Mrs. Dalloway (1997),Drama|Romance,1997.0,Mrs. Dalloway
1685,1,3.0,"I Love You, I Love You Not (1996)",Drama|Romance,1996.0,"I Love You, I Love You Not"
1686,3,3.6666666666666665,Red Corner (1997),Crime|Thriller,1997.0,Red Corner
1687,18,3.2222222222222223,"Jackal, The (1997)",Action|Thriller,1997.0,"Jackal, The"
1688,20,3.35,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,1997.0,Anastasia
1689,7,2.2142857142857144,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,1997.0,"Man Who Knew Too Little, The"
1690,45,2.922222222222222,Alien: Resurrection (1997),Action|Horror|Sci-Fi,1997.0,Alien: Resurrection
1693,19,3.5,Amistad (1997),Drama|Mystery,1997.0,Amistad
1694,7,3.0,"Apostle, The (1997)",Drama,1997.0,"Apostle, The"
1695,2,4.0,Artemisia (1997),Drama,1997.0,Artemisia
1696,2,3.5,Bent (1997),Drama|War,1997.0,Bent
1699,2,4.0,"Butcher Boy, The (1997)",Comedy|Drama,1997.0,"Butcher Boy, The"
1701,8,3.875,Deconstructing Harry (1997),Comedy|Drama,1997.0,Deconstructing Harry
1702,16,3.0,Flubber (1997),Children|Comedy|Fantasy,1997.0,Flubber
1703,5,2.9,For Richer or Poorer (1997),Comedy,1997.0,For Richer or Poorer
1704,141,4.078014184397163,Good Will Hunting (1997),Drama|Romance,1997.0,Good Will Hunting
1707,8,1.875,Home Alone 3 (1997),Children|Comedy,1997.0,Home Alone 3
1711,24,3.1041666666666665,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,1997.0,Midnight in the Garden of Good and Evil
1713,7,3.0714285714285716,Mouse Hunt (1997),Children|Comedy,1997.0,Mouse Hunt
1717,31,2.9193548387096775,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,1997.0,Scream 2
1718,2,3.25,Stranger in the House (1997),Thriller,1997.0,Stranger in the House
1719,16,4.25,"Sweet Hereafter, The (1997)",Drama,1997.0,"Sweet Hereafter, The"
1721,140,3.414285714285714,Titanic (1997),Drama|Romance,1997.0,Titanic
1722,45,3.066666666666667,Tomorrow Never Dies (1997),Action|Adventure|Thriller,1997.0,Tomorrow Never Dies
1726,13,2.6923076923076925,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,1997.0,"Postman, The"
1727,4,3.75,"Horse Whisperer, The (1998)",Drama|Romance,1998.0,"Horse Whisperer, The"
1729,48,3.6979166666666665,Jackie Brown (1997),Crime|Drama|Thriller,1997.0,Jackie Brown
1730,4,3.25,Kundun (1997),Drama,1997.0,Kundun
1731,4,1.75,Mr. Magoo (1997),Comedy,1997.0,Mr. Magoo
1732,106,3.9245283018867925,"Big Lebowski, The (1998)",Comedy|Crime,1998.0,"Big Lebowski, The"
1733,4,4.5,Afterglow (1997),Drama|Romance,1997.0,Afterglow
1734,9,4.055555555555555,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,1997.0,My Life in Pink (Ma vie en rose)
1735,11,3.3181818181818183,Great Expectations (1998),Drama|Romance,1998.0,Great Expectations
1739,1,4.0,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,1998.0,3 Ninjas: High Noon On Mega Mountain
1746,1,2.0,Senseless (1998),Comedy,1998.0,Senseless
1747,31,3.338709677419355,Wag the Dog (1997),Comedy,1997.0,Wag the Dog
1748,48,3.8229166666666665,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,1998.0,Dark City
1752,4,2.5,Hard Rain (1998),Action|Crime|Thriller,1998.0,Hard Rain
1753,16,3.59375,Half Baked (1998),Comedy,1998.0,Half Baked
1754,15,3.5,Fallen (1998),Crime|Drama|Fantasy|Thriller,1998.0,Fallen
1755,5,4.1,Shooting Fish (1997),Comedy|Romance,1997.0,Shooting Fish
1757,1,2.0,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,1995.0,Fallen Angels (Duo luo tian shi)
1759,1,5.0,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,1997.0,"Four Days in September (O Que É Isso, Companheiro?)"
1760,10,1.35,Spice World (1997),Comedy,1997.0,Spice World
1762,5,2.3,Deep Rising (1998),Action|Horror|Sci-Fi,1998.0,Deep Rising
1767,2,3.0,Music From Another Room (1998),Drama|Romance,1998.0,Music From Another Room
1769,14,2.9285714285714284,"Replacement Killers, The (1998)",Action|Crime|Thriller,1998.0,"Replacement Killers, The"
1770,2,2.5,B. Monkey (1998),Crime|Romance|Thriller,1998.0,B. Monkey
1771,1,4.0,Night Flier (1997),Horror,1997.0,Night Flier
1772,12,2.7083333333333335,Blues Brothers 2000 (1998),Action|Comedy|Musical,1998.0,Blues Brothers 2000
1777,56,3.419642857142857,"Wedding Singer, The (1998)",Comedy|Romance,1998.0,"Wedding Singer, The"
1779,23,2.760869565217391,Sphere (1998),Sci-Fi|Thriller,1998.0,Sphere
1783,5,2.8,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,1998.0,Palmetto
1784,96,3.6979166666666665,As Good as It Gets (1997),Comedy|Drama|Romance,1997.0,As Good as It Gets
1785,5,3.9,King of New York (1990),Crime|Thriller,1990.0,King of New York
1791,3,2.3333333333333335,Twilight (1998),Crime|Drama|Thriller,1998.0,Twilight
1792,23,3.0217391304347827,U.S. Marshals (1998),Action|Crime|Thriller,1998.0,U.S. Marshals
1793,2,4.0,Welcome to Woop-Woop (1997),Comedy,1997.0,Welcome to Woop-Woop
1794,1,3.0,Love and Death on Long Island (1997),Comedy|Drama,1997.0,Love and Death on Long Island
1797,6,4.25,Everest (1998),Documentary|IMAX,1998.0,Everest
1798,2,2.0,Hush (1998),Thriller,1998.0,Hush
1799,13,3.423076923076923,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,1997.0,Suicide Kings
1801,25,3.5,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,1998.0,"Man in the Iron Mask, The"
1804,3,3.0,"Newton Boys, The (1998)",Crime|Drama,1998.0,"Newton Boys, The"
1805,31,3.0161290322580645,Wild Things (1998),Crime|Drama|Mystery|Thriller,1998.0,Wild Things
1806,8,2.3125,Paulie (1998),Adventure|Children|Comedy,1998.0,Paulie
1807,1,3.0,"Cool, Dry Place, A (1998)",Drama,1998.0,"Cool, Dry Place, A"
1809,6,4.0,Fireworks (Hana-bi) (1997),Crime|Drama,1997.0,Fireworks (Hana-bi)
1810,11,3.5,Primary Colors (1998),Comedy|Drama,1998.0,Primary Colors
1812,3,3.6666666666666665,Wide Awake (1998),Children|Comedy|Drama,1998.0,Wide Awake
1816,3,2.0,Two Girls and a Guy (1997),Comedy|Drama,1997.0,Two Girls and a Guy
1821,6,2.6666666666666665,"Object of My Affection, The (1998)",Comedy|Romance,1998.0,"Object of My Affection, The"
1824,1,1.0,Homegrown (1998),Comedy|Thriller,1998.0,Homegrown
1825,1,3.5,The Players Club (1998),Comedy|Drama,1998.0,The Players Club
1826,1,2.0,Barney's Great Adventure (1998),Adventure|Children,1998.0,Barney's Great Adventure
1827,3,3.3333333333333335,"Big One, The (1997)",Comedy|Documentary,1997.0,"Big One, The"
1829,2,3.25,Chinese Box (1997),Drama|Romance,1997.0,Chinese Box
1831,29,2.4482758620689653,Lost in Space (1998),Action|Adventure|Sci-Fi,1998.0,Lost in Space
1833,13,3.0,Mercury Rising (1998),Action|Drama|Thriller,1998.0,Mercury Rising
1834,11,4.0,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,1997.0,"Spanish Prisoner, The"
1835,17,3.3823529411764706,City of Angels (1998),Drama|Fantasy|Romance,1998.0,City of Angels
1836,3,4.5,"Last Days of Disco, The (1998)",Comedy|Drama,1998.0,"Last Days of Disco, The"
1837,4,2.25,"Odd Couple II, The (1998)",Comedy,1998.0,"Odd Couple II, The"
1839,1,3.0,My Giant (1998),Comedy,1998.0,My Giant
1840,7,3.2142857142857144,He Got Game (1998),Drama,1998.0,He Got Game
1841,1,3.0,"Gingerbread Man, The (1998)",Drama|Thriller,1998.0,"Gingerbread Man, The"
1844,4,3.875,Live Flesh (Carne trémula) (1997),Drama|Romance,1997.0,Live Flesh (Carne trémula)
1845,15,3.966666666666667,Zero Effect (1998),Comedy|Mystery|Thriller,1998.0,Zero Effect
1848,12,3.0416666666666665,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,1997.0,"Borrowers, The"
1855,7,2.5714285714285716,Krippendorf's Tribe (1998),Comedy,1998.0,Krippendorf's Tribe
1856,3,4.0,Kurt & Courtney (1998),Documentary,1998.0,Kurt & Courtney
1857,1,3.5,"Real Blonde, The (1997)",Comedy,1997.0,"Real Blonde, The"
1858,8,2.5625,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,1997.0,Mr. Nice Guy (Yat goh ho yan)
1859,3,3.6666666666666665,Taste of Cherry (Ta'm e guilass) (1997),Drama,1997.0,Taste of Cherry (Ta'm e guilass)
1860,4,2.625,Character (Karakter) (1997),Drama,1997.0,Character (Karakter)
1862,9,1.9444444444444444,Species II (1998),Horror|Sci-Fi,1998.0,Species II
1863,7,2.4285714285714284,Major League: Back to the Minors (1998),Comedy,1998.0,Major League: Back to the Minors
1866,7,2.9285714285714284,"Big Hit, The (1998)",Action|Comedy|Crime,1998.0,"Big Hit, The"
1867,1,2.0,Tarzan and the Lost City (1998),Action|Adventure,1998.0,Tarzan and the Lost City
1870,1,3.0,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,1998.0,"Dancer, Texas Pop. 81"
1873,10,3.75,"Misérables, Les (1998)",Crime|Drama|Romance|War,1998.0,"Misérables, Les"
1875,6,3.9166666666666665,Clockwatchers (1997),Comedy,1997.0,Clockwatchers
1876,43,3.0697674418604652,Deep Impact (1998),Drama|Sci-Fi|Thriller,1998.0,Deep Impact
1881,2,2.0,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,1998.0,Quest for Camelot
1882,33,1.9545454545454546,Godzilla (1998),Action|Sci-Fi|Thriller,1998.0,Godzilla
1883,24,3.2708333333333335,Bulworth (1998),Comedy|Drama|Romance,1998.0,Bulworth
1884,46,3.967391304347826,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,1998.0,Fear and Loathing in Las Vegas
1885,12,3.125,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,1998.0,"Opposite of Sex, The"
1887,2,2.0,Almost Heroes (1998),Adventure|Comedy|Western,1998.0,Almost Heroes
1888,3,2.6666666666666665,Hope Floats (1998),Comedy|Drama|Romance,1998.0,Hope Floats
1889,8,3.75,Insomnia (1997),Drama|Mystery|Thriller,1997.0,Insomnia
1891,1,2.0,"Ugly, The (1997)",Horror|Thriller,1997.0,"Ugly, The"
1892,16,3.28125,"Perfect Murder, A (1998)",Thriller,1998.0,"Perfect Murder, A"
1893,1,4.5,Beyond Silence (Jenseits der Stille) (1996),Drama,1996.0,Beyond Silence (Jenseits der Stille)
1894,16,2.84375,Six Days Seven Nights (1998),Adventure|Comedy|Romance,1998.0,Six Days Seven Nights
1895,15,3.3333333333333335,Can't Hardly Wait (1998),Comedy|Drama|Romance,1998.0,Can't Hardly Wait
1897,2,3.5,High Art (1998),Drama|Romance,1998.0,High Art
1900,1,4.0,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,1997.0,"Children of Heaven, The (Bacheha-Ye Aseman)"
1902,1,4.0,Dream for an Insomniac (1996),Drama|Romance,1996.0,Dream for an Insomniac
1904,3,3.3333333333333335,Henry Fool (1997),Comedy|Drama,1997.0,Henry Fool
1906,2,2.5,Mr. Jealousy (1997),Comedy|Romance,1997.0,Mr. Jealousy
1907,45,3.566666666666667,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,1998.0,Mulan
1909,42,3.4404761904761907,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,1998.0,"X-Files: Fight the Future, The"
1910,2,2.0,I Went Down (1997),Comedy|Crime|Drama,1997.0,I Went Down
1911,32,2.609375,Dr. Dolittle (1998),Comedy,1998.0,Dr. Dolittle
1912,32,3.859375,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,1998.0,Out of Sight
1913,3,4.0,Picnic at Hanging Rock (1975),Drama|Mystery,1975.0,Picnic at Hanging Rock
1914,9,3.388888888888889,Smoke Signals (1998),Comedy|Drama,1998.0,Smoke Signals
1916,12,3.4166666666666665,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,1998.0,Buffalo '66 (a.k.a. Buffalo 66)
1917,92,3.0543478260869565,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,1998.0,Armageddon
1918,33,2.8484848484848486,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,1998.0,Lethal Weapon 4
1919,5,2.5,Madeline (1998),Children|Comedy,1998.0,Madeline
1920,18,2.8333333333333335,Small Soldiers (1998),Animation|Children|Fantasy|War,1998.0,Small Soldiers
1921,47,3.851063829787234,Pi (1998),Drama|Sci-Fi|Thriller,1998.0,Pi
1922,2,3.5,Whatever (1998),Drama,1998.0,Whatever
1923,105,3.676190476190476,There's Something About Mary (1998),Comedy|Romance,1998.0,There's Something About Mary
1924,8,3.1875,Plan 9 from Outer Space (1959),Horror|Sci-Fi,1959.0,Plan 9 from Outer Space
1926,1,3.0,"Broadway Melody, The (1929)",Musical,1929.0,"Broadway Melody, The"
1927,10,4.35,All Quiet on the Western Front (1930),Action|Drama|War,1930.0,All Quiet on the Western Front
1928,1,3.5,Cimarron (1931),Drama|Western,1931.0,Cimarron
1929,2,4.0,Grand Hotel (1932),Drama|Romance,1932.0,Grand Hotel
1931,6,4.166666666666667,Mutiny on the Bounty (1935),Adventure|Drama,1935.0,Mutiny on the Bounty
1932,1,3.5,"Great Ziegfeld, The (1936)",Drama|Musical,1936.0,"Great Ziegfeld, The"
1933,1,3.0,"Life of Emile Zola, The (1937)",Drama,1937.0,"Life of Emile Zola, The"
1934,3,3.8333333333333335,You Can't Take It with You (1938),Comedy|Romance,1938.0,You Can't Take It with You
1936,3,4.0,Mrs. Miniver (1942),Drama|War,1942.0,Mrs. Miniver
1937,2,3.25,Going My Way (1944),Comedy|Drama|Musical,1944.0,Going My Way
1938,3,4.0,"Lost Weekend, The (1945)",Drama,1945.0,"Lost Weekend, The"
1939,8,4.0625,"Best Years of Our Lives, The (1946)",Drama|War,1946.0,"Best Years of Our Lives, The"
1940,1,4.0,Gentleman's Agreement (1947),Drama,1947.0,Gentleman's Agreement
1941,2,3.5,Hamlet (1948),Drama,1948.0,Hamlet
1942,4,4.25,All the King's Men (1949),Drama,1949.0,All the King's Men
1944,11,3.9545454545454546,From Here to Eternity (1953),Drama|Romance|War,1953.0,From Here to Eternity
1945,24,4.1875,On the Waterfront (1954),Crime|Drama,1954.0,On the Waterfront
1946,3,3.8333333333333335,Marty (1955),Drama|Romance,1955.0,Marty
1947,34,3.6029411764705883,West Side Story (1961),Drama|Musical|Romance,1961.0,West Side Story
1948,7,3.642857142857143,Tom Jones (1963),Adventure|Comedy|Romance,1963.0,Tom Jones
1949,6,4.333333333333333,"Man for All Seasons, A (1966)",Drama,1966.0,"Man for All Seasons, A"
1950,11,4.181818181818182,In the Heat of the Night (1967),Drama|Mystery,1967.0,In the Heat of the Night
1951,7,3.5714285714285716,Oliver! (1968),Drama|Musical,1968.0,Oliver!
1952,22,3.9545454545454546,Midnight Cowboy (1969),Drama,1969.0,Midnight Cowboy
1953,39,3.871794871794872,"French Connection, The (1971)",Action|Crime|Thriller,1971.0,"French Connection, The"
1954,64,3.828125,Rocky (1976),Drama,1976.0,Rocky
1955,14,3.892857142857143,Kramer vs. Kramer (1979),Drama,1979.0,Kramer vs. Kramer
1956,12,4.0,Ordinary People (1980),Drama,1980.0,Ordinary People
1957,13,4.038461538461538,Chariots of Fire (1981),Drama,1981.0,Chariots of Fire
1958,22,3.7954545454545454,Terms of Endearment (1983),Comedy|Drama,1983.0,Terms of Endearment
1959,15,3.6666666666666665,Out of Africa (1985),Drama|Romance,1985.0,Out of Africa
1960,26,3.6923076923076925,"Last Emperor, The (1987)",Drama,1987.0,"Last Emperor, The"
1961,96,3.8072916666666665,Rain Man (1988),Drama,1988.0,Rain Man
1962,23,3.739130434782609,Driving Miss Daisy (1989),Drama,1989.0,Driving Miss Daisy
1963,11,3.3636363636363638,Take the Money and Run (1969),Comedy|Crime,1969.0,Take the Money and Run
1964,6,4.083333333333333,Klute (1971),Drama|Mystery,1971.0,Klute
1965,21,3.380952380952381,Repo Man (1984),Comedy|Sci-Fi,1984.0,Repo Man
1966,8,3.625,Metropolitan (1990),Comedy,1990.0,Metropolitan
1967,42,3.8214285714285716,Labyrinth (1986),Adventure|Fantasy|Musical,1986.0,Labyrinth
1968,113,3.7787610619469025,"Breakfast Club, The (1985)",Comedy|Drama,1985.0,"Breakfast Club, The"
1969,10,2.35,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,1985.0,"Nightmare on Elm Street 2: Freddy's Revenge, A"
1970,12,2.9166666666666665,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,1987.0,"Nightmare on Elm Street 3: Dream Warriors, A"
1971,7,2.4285714285714284,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,1988.0,"Nightmare on Elm Street 4: The Dream Master, A"
1972,7,2.142857142857143,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,1989.0,"Nightmare on Elm Street 5: The Dream Child, A"
1973,5,2.2,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,1991.0,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)"
1974,16,2.875,Friday the 13th (1980),Horror|Mystery|Thriller,1980.0,Friday the 13th
1975,7,2.5,Friday the 13th Part 2 (1981),Horror,1981.0,Friday the 13th Part 2
1976,7,2.2142857142857144,Friday the 13th Part 3: 3D (1982),Horror,1982.0,Friday the 13th Part 3: 3D
1977,6,2.5833333333333335,Friday the 13th Part IV: The Final Chapter (1984),Horror,1984.0,Friday the 13th Part IV: The Final Chapter
1978,2,2.5,Friday the 13th Part V: A New Beginning (1985),Horror,1985.0,Friday the 13th Part V: A New Beginning
1979,4,3.25,Friday the 13th Part VI: Jason Lives (1986),Horror,1986.0,Friday the 13th Part VI: Jason Lives
1980,1,2.0,Friday the 13th Part VII: The New Blood (1988),Horror,1988.0,Friday the 13th Part VII: The New Blood
1981,3,2.0,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,1989.0,Friday the 13th Part VIII: Jason Takes Manhattan
1982,27,3.7222222222222223,Halloween (1978),Horror,1978.0,Halloween
1983,5,2.4,Halloween II (1981),Horror,1981.0,Halloween II
1984,3,2.1666666666666665,Halloween III: Season of the Witch (1982),Horror,1982.0,Halloween III: Season of the Witch
1985,1,2.0,Halloween 4: The Return of Michael Myers (1988),Horror,1988.0,Halloween 4: The Return of Michael Myers
1986,2,1.5,Halloween 5: The Revenge of Michael Myers (1989),Horror,1989.0,Halloween 5: The Revenge of Michael Myers
1987,2,2.5,Prom Night (1980),Horror,1980.0,Prom Night
1990,1,4.0,Prom Night IV: Deliver Us From Evil (1992),Horror,1992.0,Prom Night IV: Deliver Us From Evil
1991,12,2.7083333333333335,Child's Play (1988),Horror|Thriller,1988.0,Child's Play
1992,4,2.375,Child's Play 2 (1990),Horror|Thriller,1990.0,Child's Play 2
1993,5,1.8,Child's Play 3 (1991),Comedy|Horror|Thriller,1991.0,Child's Play 3
1994,47,3.425531914893617,Poltergeist (1982),Horror|Thriller,1982.0,Poltergeist
1995,6,1.6666666666666667,Poltergeist II: The Other Side (1986),Horror|Thriller,1986.0,Poltergeist II: The Other Side
1996,4,1.875,Poltergeist III (1988),Horror|Thriller,1988.0,Poltergeist III
1997,53,3.80188679245283,"Exorcist, The (1973)",Horror|Mystery,1973.0,"Exorcist, The"
1998,4,1.5,Exorcist II: The Heretic (1977),Horror,1977.0,Exorcist II: The Heretic
1999,4,2.0,"Exorcist III, The (1990)",Horror,1990.0,"Exorcist III, The"
2000,75,3.6733333333333333,Lethal Weapon (1987),Action|Comedy|Crime|Drama,1987.0,Lethal Weapon
2001,47,3.1808510638297873,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,1989.0,Lethal Weapon 2
2002,46,2.9347826086956523,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,1992.0,Lethal Weapon 3
2003,41,3.3780487804878048,Gremlins (1984),Comedy|Horror,1984.0,Gremlins
2004,15,3.3333333333333335,Gremlins 2: The New Batch (1990),Comedy|Horror,1990.0,Gremlins 2: The New Batch
2005,57,3.5701754385964914,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,1985.0,"Goonies, The"
2006,60,3.1,"Mask of Zorro, The (1998)",Action|Comedy|Romance,1998.0,"Mask of Zorro, The"
2007,2,3.5,Polish Wedding (1998),Comedy,1998.0,Polish Wedding
2008,1,3.0,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,1997.0,"This World, Then the Fireworks"
2009,19,3.473684210526316,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,1973.0,Soylent Green
2010,21,3.857142857142857,Metropolis (1927),Drama|Sci-Fi,1927.0,Metropolis
2011,87,3.5057471264367814,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,1989.0,Back to the Future Part II
2012,88,3.3693181818181817,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,1990.0,Back to the Future Part III
2013,21,3.0952380952380953,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,1972.0,"Poseidon Adventure, The"
2014,8,2.625,Freaky Friday (1977),Children|Comedy|Fantasy,1977.0,Freaky Friday
2015,9,3.388888888888889,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,1961.0,"Absent-Minded Professor, The"
2016,4,2.875,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,1979.0,"Apple Dumpling Gang Rides Again, The"
2017,5,3.1,Babes in Toyland (1961),Children|Fantasy|Musical,1961.0,Babes in Toyland
2018,38,3.3684210526315788,Bambi (1942),Animation|Children|Drama,1942.0,Bambi
2019,48,4.1875,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,1954.0,Seven Samurai (Shichinin no samurai)
2020,25,4.0,Dangerous Liaisons (1988),Drama|Romance,1988.0,Dangerous Liaisons
2021,37,3.4324324324324325,Dune (1984),Adventure|Sci-Fi,1984.0,Dune
2022,8,3.6875,"Last Temptation of Christ, The (1988)",Drama,1988.0,"Last Temptation of Christ, The"
2023,45,3.3555555555555556,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,1990.0,"Godfather: Part III, The"
2024,3,3.3333333333333335,"Rapture, The (1991)",Drama|Mystery,1991.0,"Rapture, The"
2025,7,3.9285714285714284,Lolita (1997),Drama|Romance,1997.0,Lolita
2026,3,2.0,Disturbing Behavior (1998),Horror|Thriller,1998.0,Disturbing Behavior
2027,9,1.8333333333333333,Jane Austen's Mafia! (1998),Comedy|Crime,1998.0,Jane Austen's Mafia!
2028,188,4.1462765957446805,Saving Private Ryan (1998),Action|Drama|War,1998.0,Saving Private Ryan
2032,1,2.0,"Barefoot Executive, The (1971)",Children|Comedy,1971.0,"Barefoot Executive, The"
2033,8,3.75,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,1985.0,"Black Cauldron, The"
2034,9,2.611111111111111,"Black Hole, The (1979)",Children|Sci-Fi,1979.0,"Black Hole, The"
2035,3,3.6666666666666665,Blackbeard's Ghost (1968),Children|Comedy,1968.0,Blackbeard's Ghost
2036,6,2.25,Blank Check (1994),Children|Comedy,1994.0,Blank Check
2037,1,4.0,Candleshoe (1977),Adventure|Children|Comedy,1977.0,Candleshoe
2038,3,2.3333333333333335,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,1978.0,"Cat from Outer Space, The"
2040,7,2.857142857142857,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,1969.0,"Computer Wore Tennis Shoes, The"
